ms,d0,d1,d2,d3,minD,gsr_raw,gsr_filt,gsr_minDyn,gsr_maxDyn,gps_fix,lat,lng,speed_kmph,date,time,sats,x_3857,y_3857,x_3857_generated,y_3857_generated,dist_along_m_generated
1782804,2500,2500,545,2500,545,100,92.88,66,146,0,0,0,0,0,0,0,0,0,1375380.6063611046,5689465.06526379,2290.0027118405665
1784283,2500,2500,2500,68,68,89,92.41,65.9,145.9,0,0,0,0,0,0,0,0,0,1375380.3625857283,5689466.934208342,2291.8874877350854
1785740,2500,2500,2500,2500,2500,101,93.55,65.79,145.79,0,0,0,0,0,0,0,0,0,1375380.118810352,5689468.803152894,2293.7722636296044
1786948,2500,2500,2500,2500,2500,103,97.02,65.69,145.69,0,0,0,0,0,0,0,0,0,1375379.9539138798,5689470.679177814,2295.6570395241233
1788651,2500,2500,2500,2500,2500,103,98.47,65.65,145.65,0,0,0,0,0,0,0,0,0,1375379.860951809,5689472.561659747,2297.5418154186423
1789871,2500,2500,2500,2500,2500,85,97.94,65.58,145.58,0,0,0,0,0,0,0,0,0,1375379.7679897384,5689474.444141679,2299.426591313161
1791107,438,2500,531,2500,438,85,94.34,65.52,145.52,0,0,0,0,0,0,0,0,0,1375379.6750276675,5689476.326623611,2301.31136720768
1792621,2500,2500,2500,2500,2500,84,91.11,65.42,145.42,0,0,0,0,0,0,0,0,0,1375379.582065597,5689478.209105544,2303.1961431021996
1794122,2500,2500,2500,2500,2500,96,91.46,65.3,145.3,0,0,0,0,0,0,0,0,0,1375379.489103526,5689480.091587476,2305.0809189967185
1795587,2500,2500,2500,2500,2500,96,93.64,65.2,145.2,0,0,0,0,0,0,0,0,0,1375379.3961414555,5689481.974069409,2306.9656948912375
1797018,2500,2500,2500,2500,2500,93,92.92,65.11,145.11,0,0,0,0,0,0,0,0,0,1375379.3031793847,5689483.856551342,2308.8504707857564
1798510,2500,2500,715,2500,715,84,90.75,65,145,0,0,0,0,0,0,0,0,0,1375379.210217314,5689485.739033273,2310.7352466802754
1799995,2500,2500,2500,2500,2500,90,90.03,64.88,144.88,0,0,0,0,0,0,0,0,0,1375379.1158985847,5689487.621439316,2312.6200225747943
1801497,2500,2500,2500,2500,2500,93,91.31,64.77,144.77,0,0,0,0,0,0,0,0,0,1375378.9983294946,5689489.502544758,2314.5047984693133
1802990,2500,2500,2500,2500,2500,96,91.94,64.67,144.67,0,0,0,0,0,0,0,0,0,1375378.8807604045,5689491.383650199,2316.3895743638323
1804483,2500,2500,228,2500,228,96,93.09,64.57,144.57,0,0,0,0,0,0,0,0,0,1375378.7631913144,5689493.26475564,2318.274350258351
1805895,2500,2500,381,2500,381,89,91.9,64.47,144.47,0,0,0,0,0,0,0,0,0,1375378.6456222243,5689495.145861082,2320.15912615287
1807329,2500,2500,310,2500,310,78,87.91,64.36,144.36,0,0,0,0,0,0,0,0,0,1375378.5280531342,5689497.026966523,2322.043902047389
1808485,2500,2500,2500,2500,2500,90,86.06,64.21,144.21,0,0,0,0,0,0,0,0,0,1375378.410484044,5689498.908071964,2323.928677941908
1809829,2500,2500,2500,2500,2500,91,87.86,64.11,144.11,0,0,0,0,0,0,0,0,0,1375378.292914954,5689500.789177406,2325.813453836427
1811213,2500,2500,2500,2500,2500,88,88.36,63.98,143.98,0,0,0,0,0,0,0,0,0,1375378.0659626205,5689502.657782821,2327.698229730946
1812629,2500,2500,2500,2500,2500,84,87.32,63.85,143.85,0,0,0,0,0,0,0,0,0,1375377.756107372,5689504.516914311,2329.5830056254654
1814083,828,2500,2500,2500,828,87,85.71,63.71,143.71,0,0,0,0,0,0,0,0,0,1375377.4473449336,5689506.376227183,2331.4677815199843
1815580,2500,2500,2500,2500,2500,91,87.64,63.58,143.58,0,0,0,0,0,0,0,0,0,1375377.1399820948,5689508.235772358,2333.3525574145033
1817064,2500,2500,2500,2500,2500,93,88.92,63.45,143.45,0,0,0,0,0,0,0,0,0,1375376.832619256,5689510.095317533,2335.2373333090222
1818538,2500,2500,2500,2500,2500,94,91.1,63.35,143.35,0,0,0,0,0,0,0,0,0,1375376.5252564172,5689511.954862708,2337.122109203541
1820022,2500,310,2500,2500,310,87,91.42,63.26,143.26,0,0,0,0,0,0,0,0,0,1375376.2178935783,5689513.814407883,2339.00688509806
1821438,2500,2500,2500,2500,2500,83,89.01,63.15,143.15,0,0,0,0,0,0,0,0,0,1375375.9105307395,5689515.673953058,2340.891660992579
1822890,2500,2500,2500,2500,2500,88,87.49,63.03,143.03,0,0,0,0,0,0,0,0,0,1375375.6031679006,5689517.533498233,2342.776436887098
1824378,2500,2500,2500,2500,2500,94,88.93,62.91,142.91,0,0,0,0,0,0,0,0,0,1375375.2958050617,5689519.393043408,2344.661212781617
1825846,2500,2500,2500,44,44,89,89.47,62.8,142.8,0,0,0,0,0,0,0,0,0,1375374.9884422228,5689521.252588583,2346.545988676136
1827287,2500,2500,2500,125,125,85,88.14,62.69,142.69,0,0,0,0,0,0,0,0,0,1375374.681079384,5689523.112133758,2348.430764570655
1828739,2500,460,2500,2500,460,91,87.73,62.57,142.57,0,0,0,0,0,0,0,0,0,1375374.373716545,5689524.971678933,2350.315540465174
1830214,2500,2500,2500,2500,2500,84,87.52,62.45,142.45,0,0,0,0,0,0,0,0,0,1375374.0663537062,5689526.831224108,2352.200316359693
1831698,2500,2500,2500,2500,2500,88,87.62,62.33,142.33,0,0,0,0,0,0,0,0,0,1375373.7589908673,5689528.690769283,2354.0850922542118
1833188,2500,2500,2500,2500,2500,92,88.57,62.22,142.22,0,0,0,0,0,0,0,0,0,1375373.4516280284,5689530.550314458,2355.969868148731
1834685,2500,2500,2500,2500,2500,90,89.62,62.12,142.12,0,0,0,0,0,0,0,0,0,1375373.1472225992,5689532.410328473,2357.85464404325
1836143,2500,2500,533,2500,533,91,89.28,62.02,142.02,0,0,0,0,0,0,0,0,0,1375372.8643801801,5689534.27376088,2359.739419937769
1837593,2500,2500,2500,2500,2500,90,89.84,61.92,141.92,0,0,0,0,0,0,0,0,0,1375372.581537761,5689536.137193289,2361.624195832288
1838789,2500,2500,2500,2500,2500,97,91.27,61.8,141.8,0,0,0,0,0,0,0,0,0,1375372.2986953421,5689538.000625696,2363.508971726807
1839806,2500,2500,509,2500,509,98,92.37,61.76,141.76,0,0,0,0,0,0,0,0,0,1375372.015852923,5689539.864058104,2365.393747621326
1841049,2500,2500,2500,2500,2500,87,91.69,61.71,141.71,0,0,0,0,0,0,0,0,0,1375371.7330105042,5689541.727490512,2367.278523515845
1842488,2500,2500,2500,2500,2500,89,90.34,61.62,141.62,0,0,0,0,0,0,0,0,0,1375371.450168085,5689543.59092292,2369.163299410364
1843930,2500,582,2500,2500,582,90,90.56,61.53,141.53,0,0,0,0,0,0,0,0,0,1375371.2115167172,5689545.460014485,2371.048075304883
1845380,2500,2500,2500,2500,2500,85,87.84,61.4,141.4,0,0,0,0,0,0,0,0,0,1375371.0156658439,5689547.334587132,2372.9328511994017
1846418,2500,2500,2500,2500,2500,82,87.09,61.35,141.35,0,0,0,0,0,0,0,0,0,1375370.8198149703,5689549.209159778,2374.8176270939207
1847635,2500,2500,605,2500,605,82,85.63,61.25,141.25,0,0,0,0,0,0,0,0,0,1375370.623964097,5689551.083732425,2376.7024029884396
1849307,2500,2500,2500,2500,2500,88,85.57,61.1,141.1,0,0,0,0,0,0,0,0,0,1375370.379183499,5689552.952065833,2378.5871788829586
1850518,2500,2500,420,2500,420,85,85.26,61,141,0,0,0,0,0,0,0,0,0,1375370.0983466103,5689554.815801548,2380.4719547774775
1851752,2500,2500,2500,2500,2500,76,83.94,60.9,140.9,0,0,0,0,0,0,0,0,0,1375369.8175097217,5689556.679537262,2382.3567306719965
1853213,2500,2500,92,2500,92,86,83.41,60.76,140.76,0,0,0,0,0,0,0,0,0,1375369.5366728331,5689558.543272977,2384.241506566516
1854695,2500,2500,2500,2500,2500,96,86.48,60.64,140.64,0,0,0,0,0,0,0,0,0,1375369.2558359448,5689560.407008692,2386.126282461035
1856183,2500,2500,544,2500,544,89,87.96,60.53,140.53,0,0,0,0,0,0,0,0,0,1375368.9749990562,5689562.270744407,2388.011058355554
1857668,2500,2500,2500,2500,2500,96,89.77,60.44,140.44,0,0,0,0,0,0,0,0,0,1375368.6941621676,5689564.134480122,2389.8958342500728
1859121,2500,2500,2500,2500,2500,92,91.34,60.37,140.37,0,0,0,0,0,0,0,0,0,1375368.4133252793,5689565.9982158365,2391.7806101445917
1860345,2500,2500,2500,2500,2500,99,93.48,60.32,140.32,0,0,0,0,0,0,0,0,0,1375368.1324883907,5689567.861951551,2393.6653860391107
1862007,2500,2500,452,2500,452,107,97.78,60.28,140.28,0,0,0,0,0,0,0,0,0,1375367.8625511017,5689569.727295646,2395.5501619336296
1863241,2500,2500,2500,2500,2500,93,99.18,60.27,140.27,0,0,0,0,0,0,0,0,0,1375367.5931021024,5689571.592711796,2397.4349378281486
1864267,240,2500,2500,2500,240,86,97.4,60.26,140.26,0,0,0,0,0,0,0,0,0,1375367.323653103,5689573.458127945,2399.3197137226675
1865491,2500,2500,2500,2500,2500,85,93.26,60.2,140.2,0,0,0,0,0,0,0,0,0,1375367.054204104,5689575.323544093,2401.2044896171865
1866921,2500,2500,381,2500,381,77,88.59,60.13,140.13,0,0,0,0,0,0,0,0,0,1375366.7847551047,5689577.188960243,2403.0892655117054
1868158,2500,2500,2500,2500,2500,68,83.44,60.04,140.04,0,0,0,0,0,0,0,0,0,1375366.5041781177,5689579.05271674,2404.9740414062244
1869636,2500,2500,2500,2500,2500,83,80.87,59.89,139.89,0,0,0,0,0,0,0,0,0,1375366.217584402,5689580.915575892,2406.8588173007433
1870643,2500,2500,2500,2500,2500,93,83,59.82,139.82,0,0,0,0,0,0,0,0,0,1375365.9309906866,5689582.778435042,2408.7435931952623
1871659,2500,2500,2500,2500,2500,91,84.61,59.75,139.75,0,0,0,0,0,0,0,0,0,1375365.6443969712,5689584.6412941925,2410.6283690897817
1873048,2500,2500,73,2500,73,86,85.85,59.64,139.64,0,0,0,0,0,0,0,0,0,1375365.3578032558,5689586.504153343,2412.5131449843007
1874123,2500,2500,74,2500,74,93,86.94,59.51,139.51,0,0,0,0,0,0,0,0,0,1375365.0712095404,5689588.367012493,2414.3979208788196
1875337,2500,2500,2500,2500,2500,88,88.05,59.44,139.44,0,0,0,0,0,0,0,0,0,1375364.784615825,5689590.229871645,2416.2826967733386
1876542,2500,2500,2500,2500,2500,87,87.65,59.37,139.37,0,0,0,0,0,0,0,0,0,1375364.4980221095,5689592.092730795,2418.1674726678575
1878213,2500,2500,2500,2500,2500,88,88.61,59.26,139.26,0,0,0,0,0,0,0,0,0,1375364.211428394,5689593.955589945,2420.0522485623765
1879360,2500,2500,2500,2500,2500,92,88.19,59.15,139.15,0,0,0,0,0,0,0,0,0,1375363.927887521,5689595.818912892,2421.9370244568954
1880703,2500,2500,2500,31,31,97,90.32,59.09,139.09,0,0,0,0,0,0,0,0,0,1375363.6482990112,5689597.68283629,2423.8218003514144
1882188,2500,2500,2500,58,58,96,92.24,59.03,139.03,0,0,0,0,0,0,0,0,0,1375363.3687105014,5689599.546759689,2425.7065762459333
1883195,2500,2500,2500,2500,2500,99,93.53,59.01,139.01,0,0,0,0,0,0,0,0,0,1375363.0891219915,5689601.410683089,2427.5913521404523
1884680,2500,2500,2500,2500,2500,105,96.91,58.98,138.98,0,0,0,0,0,0,0,0,0,1375362.8095334817,5689603.274606488,2429.476128034971
1886137,2500,2500,2500,2500,2500,106,99.59,58.98,138.98,0,0,0,0,0,0,0,0,0,1375362.5299449717,5689605.1385298865,2431.36090392949
1887585,2500,2500,2500,2500,2500,105,102.05,58.99,138.99,0,0,0,0,0,0,0,0,0,1375362.2503564619,5689607.002453286,2433.245679824009
1889033,2500,2500,613,24,24,102,102.06,59.02,139.02,0,0,0,0,0,0,0,0,0,1375362.0045186456,5689608.870559652,2435.130455718528
1890041,2500,2500,2500,27,27,107,102.82,59.03,139.03,0,0,0,0,0,0,0,0,0,1375361.8206183775,5689610.746342386,2437.0152316130475
1891479,2500,2500,2500,90,90,91,100.86,59.06,139.06,0,0,0,0,0,0,0,0,0,1375361.6367181095,5689612.62212512,2438.9000075075664
1892688,2500,2500,2500,270,270,96,99.11,59.06,139.06,0,0,0,0,0,0,0,0,0,1375361.4528178414,5689614.497907854,2440.7847834020854
1893926,2500,2500,2500,33,33,99,98.91,59.06,139.06,0,0,0,0,0,0,0,0,0,1375361.2689175734,5689616.373690587,2442.6695592966043
1895401,2500,2500,76,110,76,104,100.52,59.07,139.07,0,0,0,0,0,0,0,0,0,1375361.0850173053,5689618.24947332,2444.5543351911233
1896830,2500,2500,2500,2500,2500,100,100.54,59.08,139.08,0,0,0,0,0,0,0,0,0,1375360.861073341,5689620.120156786,2446.4391110856423
1898233,2500,2500,2500,24,24,93,99.52,59.09,139.09,0,0,0,0,0,0,0,0,0,1375360.568993826,5689621.982163696,2448.323886980161
1899687,2500,2500,47,2500,47,98,98.28,59.09,139.09,0,0,0,0,0,0,0,0,0,1375360.2769143106,5689623.844170605,2450.20866287468
1901161,2500,2500,49,2500,49,93,96.14,59.07,139.07,0,0,0,0,0,0,0,0,0,1375359.9848347954,5689625.706177514,2452.093438769199
1902609,2500,2500,2500,2500,2500,83,92.73,59.03,139.03,0,0,0,0,0,0,0,0,0,1375359.69275528,5689627.568184423,2453.978214663718
1904116,2500,2500,2500,2500,2500,91,91.22,58.97,138.97,0,0,0,0,0,0,0,0,0,1375359.400675765,5689629.430191332,2455.862990558237
1905592,2500,2500,2500,2500,2500,85,89.67,58.9,138.9,0,0,0,0,0,0,0,0,0,1375359.1024930426,5689631.29121098,2457.747766452756
1907066,2500,2500,64,2500,64,83,87.77,58.82,138.82,0,0,0,0,0,0,0,0,0,1375358.7926377943,5689633.150342471,2459.632542347275
1908588,2500,2500,29,260,29,92,87.48,58.72,138.72,0,0,0,0,0,0,0,0,0,1375358.482782546,5689635.009473961,2461.517318241794
1910069,2500,2500,2500,2500,2500,94,89.27,58.64,138.64,0,0,0,0,0,0,0,0,0,1375358.1729272977,5689636.868605451,2463.4020941363133
1911537,2500,2500,2500,2500,2500,90,90.14,58.57,138.57,0,0,0,0,0,0,0,0,0,1375357.8630720493,5689638.727736942,2465.2868700308322
1912999,2500,2500,52,138,52,94,90.87,58.51,138.51,0,0,0,0,0,0,0,0,0,1375357.5360563055,5689640.583788833,2467.171645925351
1914758,2500,2500,2500,2500,2500,91,91.14,58.44,138.44,0,0,0,0,0,0,0,0,0,1375357.1801212903,5689642.434650912,2469.05642181987
1916226,2500,2500,38,2500,38,91,91.28,58.38,138.38,0,0,0,0,0,0,0,0,0,1375356.824186275,5689644.285512992,2470.941197714389
1917732,2500,2500,70,2500,70,100,92.87,58.33,138.33,0,0,0,0,0,0,0,0,0,1375356.4682512595,5689646.1363750715,2472.825973608908
1919223,119,2500,2500,63,63,105,96.35,58.3,138.3,0,0,0,0,0,0,0,0,0,1375356.1123162443,5689647.987237151,2474.710749503427
1920731,2500,2500,2500,2500,2500,100,98.64,58.3,138.3,0,0,0,0,0,0,0,0,0,1375355.756381229,5689649.83809923,2476.595525397946
1922142,2500,2500,2500,2500,2500,99,98.86,58.3,138.3,0,0,0,0,0,0,0,0,0,1375355.4347231616,5689651.693852263,2478.480301292465
1923632,2500,2500,2500,46,46,101,99.52,58.31,138.31,0,0,0,0,0,0,0,0,0,1375355.258796844,5689653.570399651,2480.365077186984
1925116,2500,2500,2500,32,32,104,100.49,58.32,138.32,0,0,0,0,0,0,0,0,0,1375355.0828705262,5689655.446947041,2482.249853081503
1926534,2500,2500,638,512,512,96,100.45,58.34,138.34,0,0,0,0,0,0,0,0,0,1375354.9069442085,5689657.32349443,2484.1346289760218
1928008,2500,2500,2500,2500,2500,96,97.96,58.35,138.35,0,0,0,0,0,0,0,0,0,1375354.6944908628,5689659.19579515,2486.0194048705407
1929477,2500,2500,2500,2500,2500,93,96.54,58.34,138.34,0,0,0,0,0,0,0,0,0,1375354.4352053127,5689661.06265111,2487.9041807650597
1930915,2500,2500,2500,61,61,101,97.33,58.32,138.32,0,0,0,0,0,0,0,0,0,1375354.1759197626,5689662.92950707,2489.788956659579
1932358,2500,2500,2500,46,46,106,99.92,58.33,138.33,0,0,0,0,0,0,0,0,0,1375353.9166342127,5689664.79636303,2491.673732554098
1933808,437,2500,2500,2500,437,109,102.8,58.36,138.36,0,0,0,0,0,0,0,0,0,1375353.66232309,5689666.663875307,2493.558508448617
1935328,2500,2500,2500,2500,2500,104,104.33,58.4,138.4,0,0,0,0,0,0,0,0,0,1375353.4285454124,5689668.53409673,2495.443284343136
1936804,2500,551,2500,2500,551,108,105.02,58.45,138.45,0,0,0,0,0,0,0,0,0,1375353.1947677345,5689670.404318153,2497.328060237655
1938288,2500,2500,112,2500,112,113,106.96,58.51,138.51,0,0,0,0,0,0,0,0,0,1375352.9609900566,5689672.274539575,2499.212836132174
1939716,2500,2500,2500,57,57,107,108.35,58.59,138.59,0,0,0,0,0,0,0,0,0,1375352.7272123788,5689674.144760998,2501.097612026693
1941230,2500,2500,2500,2500,2500,100,107.55,58.67,138.67,0,0,0,0,0,0,0,0,0,1375352.4391891204,5689676.006553639,2502.9823879212117
1942644,211,2500,2500,2500,211,94,103.26,58.72,138.72,0,0,0,0,0,0,0,0,0,1375352.0944486891,5689677.859533457,2504.8671638157307
1943645,2500,2500,2500,15,15,99,102.27,58.73,138.73,0,0,0,0,0,0,0,0,0,1375351.7497082578,5689679.712513275,2506.7519397102496
1945143,2500,2500,2500,36,36,106,102.6,58.76,138.76,0,0,0,0,0,0,0,0,0,1375351.4049678263,5689681.565493094,2508.6367156047686
1946672,2500,2500,2500,31,31,98,101.39,58.79,138.79,0,0,0,0,0,0,0,0,0,1375351.060227395,5689683.418472913,2510.5214914992875
1948047,2500,2500,546,25,25,107,102.54,58.81,138.81,0,0,0,0,0,0,0,0,0,1375350.6852290956,5689685.265149774,2512.4062673938065
1949502,2500,2500,2500,21,21,96,101.51,58.84,138.84,0,0,0,0,0,0,0,0,0,1375350.2614193177,5689687.101658811,2514.2910432883255
1950977,2500,2500,2500,25,25,101,100.79,58.86,138.86,0,0,0,0,0,0,0,0,0,1375349.83760954,5689688.938167849,2516.175819182845
1952453,2500,2500,2500,26,26,98,100.14,58.87,138.87,0,0,0,0,0,0,0,0,0,1375349.4306150763,5689690.778256546,2518.060595077364
1953937,2500,2500,2500,2500,2500,85,96.43,58.86,138.86,0,0,0,0,0,0,0,0,0,1375349.0696609674,5689692.628146354,2519.9453709718828
1955370,2500,2500,648,26,26,95,94.51,58.83,138.83,0,0,0,0,0,0,0,0,0,1375348.7087068586,5689694.478036162,2521.8301468664017
1956867,2500,2500,2500,46,46,96,94.96,58.8,138.8,0,0,0,0,0,0,0,0,0,1375348.3477527497,5689696.327925971,2523.7149227609207
1958344,2500,2500,2500,19,19,90,94.38,58.77,138.77,0,0,0,0,0,0,0,0,0,1375347.9867986406,5689698.17781578,2525.5996986554396
1959815,2500,2500,636,2500,636,89,93.24,58.73,138.73,0,0,0,0,0,0,0,0,0,1375347.662729105,5689700.03393456,2527.4844745499586
1961310,2500,2500,2500,28,28,92,92,58.67,138.67,0,0,0,0,0,0,0,0,0,1375347.3961815417,5689701.899767502,2529.3692504444775
1962801,2500,2500,2500,57,57,90,91.42,58.62,138.62,0,0,0,0,0,0,0,0,0,1375347.1296339785,5689703.765600445,2531.2540263389965
1964310,2500,2500,2500,14,14,88,90.81,58.56,138.56,0,0,0,0,0,0,0,0,0,1375346.8630864152,5689705.631433387,2533.1388022335154
1965706,2500,2500,2500,2500,2500,93,90.43,58.49,138.49,0,0,0,0,0,0,0,0,0,1375346.6119080167,5689707.499217486,2535.0235781280344
1966930,2500,2500,2500,2500,2500,89,90.98,58.45,138.45,0,0,0,0,0,0,0,0,0,1375346.4037693385,5689709.372465591,2536.9083540225533
1968148,2500,2500,2500,20,20,90,90.97,58.4,138.4,0,0,0,0,0,0,0,0,0,1375346.19563066,5689711.245713696,2538.7931299170723
1969625,2500,2500,46,23,23,92,91.13,58.35,138.35,0,0,0,0,0,0,0,0,0,1375345.9874919818,5689713.118961801,2540.6779058115912
1971132,2500,2500,127,35,35,90,91.29,58.29,138.29,0,0,0,0,0,0,0,0,0,1375345.776323266,5689714.991800776,2542.5626817061107
1972590,426,2500,2500,2500,426,91,91.14,58.23,138.23,0,0,0,0,0,0,0,0,0,1375345.4801966096,5689716.853168331,2544.4474576006296
1974128,2500,2500,68,24,24,92,92.03,58.18,138.18,0,0,0,0,0,0,0,0,0,1375345.1840699532,5689718.714535886,2546.3322334951486
1975595,2500,2500,48,27,27,89,90.95,58.12,138.12,0,0,0,0,0,0,0,0,0,1375344.8879432967,5689720.575903442,2548.2170093896675
1977111,2500,2500,117,919,117,98,92.74,58.08,138.08,0,0,0,0,0,0,0,0,0,1375344.5918166402,5689722.437270997,2550.1017852841865
1978623,2500,2500,107,2500,107,102,95.53,58.05,138.05,0,0,0,0,0,0,0,0,0,1375344.2956899838,5689724.298638552,2551.9865611787054
1980114,2500,2500,2500,2500,2500,94,95.27,58.03,138.03,0,0,0,0,0,0,0,0,0,1375343.9296342556,5689726.147251744,2553.8713370732244
1981561,157,2500,2500,2500,157,87,93.85,58,138,0,0,0,0,0,0,0,0,0,1375343.5495636917,5689727.993308769,2555.7561129677433
1983073,934,2500,2500,17,17,87,91.19,57.95,137.95,0,0,0,0,0,0,0,0,0,1375343.1694931276,5689729.839365793,2557.6408888622623
1984486,2500,2500,2500,2500,2500,83,88.97,57.89,137.89,0,0,0,0,0,0,0,0,0,1375342.7894225637,5689731.685422818,2559.525664756781
1985953,2500,2500,374,2500,374,94,89.07,57.81,137.81,0,0,0,0,0,0,0,0,0,1375342.411200558,5689733.531859193,2561.4104406513
1987448,2500,2500,39,2500,39,94,91.12,57.76,137.76,0,0,0,0,0,0,0,0,0,1375342.0334985629,5689735.378402281,2563.295216545819
1988897,2500,2500,46,506,46,89,90.99,57.7,137.7,0,0,0,0,0,0,0,0,0,1375341.6557965677,5689737.224945368,2565.179992440338
1990120,2500,2500,44,36,36,89,90.21,57.66,137.66,0,0,0,0,0,0,0,0,0,1375341.2780945725,5689739.071488456,2567.064768334857
1991338,2500,2500,49,2500,49,97,91.46,57.62,137.62,0,0,0,0,0,0,0,0,0,1375340.9003925773,5689740.918031544,2568.9495442293764
1992536,2500,2500,2500,24,24,94,91.44,57.56,137.56,0,0,0,0,0,0,0,0,0,1375340.5782899612,5689742.774341295,2570.8343201238954
1993562,2500,2500,500,20,20,100,92.88,57.54,137.54,0,0,0,0,0,0,0,0,0,1375340.3040663952,5689744.639061544,2572.7190960184143
1994840,2500,2500,2500,2500,2500,103,95.14,57.52,137.52,0,0,0,0,0,0,0,0,0,1375340.0298428289,5689746.503781793,2574.6038719129333
1996298,2500,2500,2500,2500,2500,104,97.93,57.51,137.51,0,0,0,0,0,0,0,0,0,1375339.7556192628,5689748.368502042,2576.4886478074523
1997414,2500,2500,2500,2500,2500,97,98.22,57.52,137.52,0,0,0,0,0,0,0,0,0,1375339.5199678286,5689750.238122921,2578.373423701971
1998649,2500,2500,2500,31,31,94,97,57.52,137.52,0,0,0,0,0,0,0,0,0,1375339.3191767652,5689752.112172846,2580.25819959649
1999664,2500,2500,2500,2500,2500,96,96.72,57.52,137.52,0,0,0,0,0,0,0,0,0,1375339.1183857017,5689753.986222771,2582.142975491009
2000892,2500,2500,48,145,48,104,97.68,57.52,137.52,0,0,0,0,0,0,0,0,0,1375338.856664878,5689755.849445921,2584.027751385528
2002050,2500,2500,2500,51,51,92,97.26,57.52,137.52,0,0,0,0,0,0,0,0,0,1375338.3995395785,5689757.67794712,2585.912527280047
2003277,2500,2500,49,46,46,99,96.89,57.51,137.51,0,0,0,0,0,0,0,0,0,1375337.9424142789,5689759.506448318,2587.797303174566
2004507,2500,2500,453,2500,453,102,97.78,57.51,137.51,0,0,0,0,0,0,0,0,0,1375337.485288979,5689761.334949518,2589.682079069085
2006164,2500,2500,2500,2500,2500,96,97.95,57.52,137.52,0,0,0,0,0,0,0,0,0,1375337.0281636794,5689763.163450716,2591.566854963604
2007171,2500,2500,2500,2500,2500,91,96.45,57.52,137.52,0,0,0,0,0,0,0,0,0,1375336.9849738863,5689765.042909704,2593.451630858123
2008586,2500,2500,2500,2500,2500,88,93.17,57.49,137.49,0,0,0,0,0,0,0,0,0,1375336.9849738863,5689766.927685598,2595.336406752642
2009684,2500,2500,2500,2500,2500,81,89.36,57.43,137.43,0,0,0,0,0,0,0,0,0,1375336.9849738863,5689768.812461493,2597.221182647161
2010726,2500,2500,96,2500,96,86,88.45,57.39,137.39,0,0,0,0,0,0,0,0,0,1375338.0317203968,5689770.236771801,2599.10595854168
2011952,2500,2500,60,2500,60,95,89.81,57.34,137.34,0,0,0,0,0,0,0,0,0,1375339.4210907512,5689771.5103612915,2600.990734436199
2013436,2500,2500,2500,2500,2500,99,92.47,57.29,137.29,0,0,0,0,0,0,0,0,0,1375340.737720761,5689772.858322483,2602.875510330718
2014849,2500,2500,2500,2500,2500,101,95.4,57.27,137.27,0,0,0,0,0,0,0,0,0,1375342.041807311,5689774.219108448,2604.760286225237
2016335,2500,453,438,2500,438,104,97.64,57.27,137.27,0,0,0,0,0,0,0,0,0,1375343.3458938608,5689775.579894413,2606.645062119756
2017756,2500,2500,562,2500,562,106,99.8,57.28,137.28,0,0,0,0,0,0,0,0,0,1375344.6499804107,5689776.940680378,2608.529838014275
2019234,2500,2500,2500,2500,2500,109,102.63,57.31,137.31,0,0,0,0,0,0,0,0,0,1375345.5057319617,5689778.617416624,2610.414613908794
2020372,2500,2500,811,2500,811,104,103.49,57.37,137.37,0,0,0,0,0,0,0,0,0,1375346.3486293661,5689780.303211433,2612.299389803313
2021590,2500,2500,2500,2500,2500,105,103.74,57.41,137.41,0,0,0,0,0,0,0,0,0,1375347.1915267708,5689781.989006242,2614.1841656978318
2022621,2500,2500,679,2500,679,109,104.47,57.44,137.44,0,0,0,0,0,0,0,0,0,1375347.9577017352,5689783.71062918,2616.0689415923507
2024045,2500,2500,2500,2500,2500,104,104.22,57.49,137.49,0,0,0,0,0,0,0,0,0,1375348.7092110987,5689785.439100716,2617.9537174868697
2025261,2500,2500,2500,28,28,104,104.17,57.56,137.56,0,0,0,0,0,0,0,0,0,1375349.460720462,5689787.1675722515,2619.8384933813886
2027026,2500,2500,2500,2500,2500,88,101.15,57.59,137.59,0,0,0,0,0,0,0,0,0,1375349.740282556,5689789.025258347,2621.7232692759076
2028478,2500,2500,2500,45,45,84,96.33,57.59,137.59,0,0,0,0,0,0,0,0,0,1375349.974060234,5689790.89547977,2623.608045170427
2029504,2500,2500,2500,2500,2500,89,94.85,57.59,137.59,0,0,0,0,0,0,0,0,0,1375350.1690041423,5689792.765967165,2625.492821064946
2030927,2500,2500,101,2500,101,97,94.98,57.56,137.56,0,0,0,0,0,0,0,0,0,1375349.960865464,5689794.63921527,2627.377596959465
2032415,2500,2500,2500,2500,2500,89,94.02,57.54,137.54,0,0,0,0,0,0,0,0,0,1375349.7527267858,5689796.512463375,2629.262372853984
2033789,2500,2500,2500,2500,2500,93,93.12,57.5,137.5,0,0,0,0,0,0,0,0,0,1375349.4560612487,5689798.373686818,2631.147148748503
2035036,2500,2500,2500,2500,2500,83,91.09,57.47,137.47,0,0,0,0,0,0,0,0,0,1375349.1569885996,5689800.234583302,2633.0319246430217
2036191,2500,2500,2500,2500,2500,79,86.25,57.38,137.38,0,0,0,0,0,0,0,0,0,1375348.8579159505,5689802.095479786,2634.9167005375407
2037197,2500,2500,2500,2500,2500,81,85.25,57.33,137.33,0,0,0,0,0,0,0,0,0,1375348.5588433011,5689803.956376269,2636.8014764320596
