ms,d0,d1,d2,d3,minD,gsr_raw,gsr_filt,gsr_minDyn,gsr_maxDyn,gps_fix,lat,lng,speed_kmph,date,time,sats,x_3857,y_3857,snapped_x_3857,snapped_y_3857,offset_to_route_m,dist_along_m,route_length_m,route_step_m,route_source_crs_epsg,x_3857_generated,y_3857_generated,dist_along_m_generated
822913,2500,2500,646,2500,646,486,477.26,419.32,499.32,1,45.433042,12.352257,3.91,170126,14535100,9,1375046.9593876489,5689954.675382268,1375038.1495638462,5689952.838437325,8.999297870134283,10.0,3477.6786293824302,0.5,3857,1375114.3379600632,5689959.293427949,667.3714271174038
824349,2500,2500,630,2500,630,481,478.93,419.47,499.47,1,45.433036,12.352256,0.0,170126,14535200,9,1375046.848068158,5689953.723584301,1375038.3262115852,5689951.854257066,8.724472692232913,10.0,3477.6786293824302,0.5,3857,1375112.3790423756,5689958.720821241,669.4123183318301
825840,2500,2500,630,2500,630,483,480.16,419.64,499.64,1,45.433026,12.352255,0.0,170126,14535400,9,1375046.7367486674,5689952.137254584,1375038.5911831935,5689950.377986677,8.333382293981543,10.0,3477.6786293824302,0.5,3857,1375110.4201246882,5689958.148214532,671.4532095462564
827283,2500,2500,829,2500,829,481,481.11,419.81,499.81,1,45.433012,12.352262,0.0,170126,14535500,9,1375047.515985103,5689949.916393452,1375039.0328025406,5689947.917536029,8.71549295158307,10.0,3477.6786293824302,0.5,3857,1375108.4612070008,5689957.575607823,673.4941007606827
828700,2500,2500,2500,2500,2500,481,480.39,419.97,499.97,1,45.432997,12.352273,3.28,170126,14535700,9,1375048.7404995018,5689947.536899994,1375039.9938391214,5689944.577359894,9.23379366308622,10.0,3477.6786293824302,0.5,3857,1375106.5022893131,5689957.003001114,675.534991975109
830103,2500,2500,2500,1033,1033,484,480.1,420.13,500.13,1,45.433007,12.352269,2.54,170126,14535800,9,1375048.2952215385,5689949.123228896,1375039.2094502794,5689946.933355769,9.345950122228372,10.0,3477.6786293824302,0.5,3857,1375104.5433716257,5689956.430394406,677.5758831895353
831502,2500,2500,650,2500,650,483,481.6,420.3,500.3,1,45.433016,12.352266,4.98,170126,14535900,9,1375047.9612630662,5689950.550925149,1375038.8561548016,5689948.901716288,9.25326355269111,10.0,3477.6786293824302,0.5,3857,1375102.5844539383,5689955.857787698,679.6167744039616
832947,2500,912,2500,2500,912,476,480.79,420.46,500.46,1,45.43303,12.35226,5.65,170126,14540100,9,1375047.2933461214,5689952.771786437,1375038.4145354545,5689951.3621669365,8.990011457003636,10.0,3477.6786293824302,0.5,3857,1375100.7281870856,5689955.034542225,681.6576656183879
834380,2500,970,2500,2500,970,483,480.21,420.62,500.62,1,45.433031,12.352259,2.63,170126,14540200,9,1375047.1820266307,5689952.930419408,1375038.4145354545,5689951.3621669365,8.90664456119349,10.0,3477.6786293824302,0.5,3857,1375098.9303804575,5689954.068556574,683.6985568328142
835767,2500,2500,2500,2500,2500,482,480.67,420.78,500.78,1,45.433045,12.352244,3.61,170126,14540400,9,1375045.5122342687,5689955.151281288,1375037.9729161074,5689953.822617585,7.655499041433829,10.0,3477.6786293824302,0.5,3857,1375097.1325738295,5689953.102570923,685.7394480472406
837203,2500,1078,2500,2500,1078,485,481.77,420.94,500.94,1,45.433052,12.352236,3.19,170126,14540500,9,1375044.6216783423,5689956.261712436,1375037.884592238,5689954.314707714,7.012785221613246,10.0,3477.6786293824302,0.5,3857,1375095.3347672017,5689952.136585273,687.7803392616669
838631,2500,2500,2500,960,960,479,482.19,421.11,501.11,1,45.433067,12.352221,3.48,170126,14540700,9,1375042.9518859806,5689958.641208212,1375037.105360418,5689956.687213386,6.164410509572447,10.0,3477.6786293824302,0.5,3857,1375093.5369605736,5689951.170599622,689.8212304760932
840169,2500,2500,471,2500,471,487,483.97,421.28,501.28,1,45.433074,12.352209,3.3,170126,14540800,9,1375041.616052091,5689959.75163979,1375036.616419576,5689958.105141829,5.263770589719397,10.0,3477.6786293824302,0.5,3857,1375091.7391539458,5689950.204613971,691.8621216905195
841655,2500,2500,485,2500,485,489,485.15,421.47,501.47,1,45.433092,12.352183,4.11,170126,14541000,9,1375038.7217453304,5689962.6070359135,1375035.4755576109,5689961.413641528,3.4586015771049783,10.0,3477.6786293824302,0.5,3857,1375089.9413473178,5689949.23862832,693.9030129049457
843090,2500,793,2500,2500,793,488,486.54,421.67,501.67,1,45.4331,12.352167,4.09,170126,14541100,9,1375036.9406334776,5689963.876101149,1375034.8236364878,5689963.304212784,2.1928822487202075,10.0,3477.6786293824302,0.5,3857,1375088.14354069,5689948.272642669,695.9439041193721
844544,2500,2500,857,2500,857,491,487.69,421.87,501.87,1,45.433109,12.352146,5.5,170126,14541200,9,1375034.602924171,5689965.303799754,1375034.171715365,5689965.194784041,0.4447757412968895,10.0,3477.6786293824302,0.5,3857,1375086.307533712,5689947.3871606095,697.9847953337984
846018,2500,2500,2500,2500,2500,486,487.63,422.08,502.08,1,45.433126,12.352123,4.63,170126,14541400,9,1375032.0425758827,5689968.000564407,1375033.1043735018,5689968.526147316,1.184758025408862,10.0,3477.6786293824302,0.5,3857,1375084.4222765479,5689946.605468614,700.0256865482247
847469,2500,2500,2500,2500,2500,488,487.68,422.28,502.28,1,45.433131,12.352116,2.3,170126,14541500,9,1375031.263339447,5689968.793730636,1375032.970563935,5689969.007861756,1.7206009383123455,10.0,3477.6786293824302,0.5,3857,1375082.5370193839,5689945.8237766195,702.066577762651
848914,2500,2500,2500,2500,2500,492,488.75,422.49,502.49,1,45.433135,12.352093,3.48,170126,14541700,9,1375028.702991159,5689969.42826367,1375032.5691352352,5689970.453005075,3.999645605113683,10.0,3477.6786293824302,0.5,3857,1375080.6517622198,5689945.042084625,704.1074689770774
850321,2500,2500,2500,2500,2500,490,489.58,422.7,502.7,1,45.433133,12.352081,3.33,170126,14541800,9,1375027.3671572695,5689969.110997146,1375029.26599467,5689971.895980882,3.3707147441279224,10.0,3477.6786293824302,0.5,3857,1375078.7665050558,5689944.26039263,706.1483601915037
851722,2500,2500,2500,2500,2500,491,489.71,422.92,502.92,1,45.433127,12.352054,2.57,170126,14542000,9,1375024.361531018,5689968.159197646,1375026.5013440244,5689973.060044312,5.347625430344226,10.0,3477.6786293824302,0.5,3857,1375076.881247892,5689943.478700635,708.18925140593
853105,2500,2500,2500,2500,2500,487,489.26,423.13,503.13,1,45.433129,12.352038,4.91,170126,14542100,9,1375022.5804191653,5689968.476464136,1375024.6836907447,5689973.891414317,5.809082268930602,10.0,3477.6786293824302,0.5,3857,1375074.995990728,5689942.6970086405,710.2301426203563
854518,2500,2500,2500,2500,2500,486,488.13,423.33,503.33,1,45.433132,12.352023,3.69,170126,14542200,9,1375020.9106268035,5689968.95236389,1375021.8000894233,5689974.520094924,5.638330658899298,10.0,3477.6786293824302,0.5,3857,1375073.110733564,5689941.915316646,712.2710338347825
855965,2500,2500,866,2500,866,485,487.53,423.53,503.53,1,45.433132,12.351994,2.83,170126,14542400,9,1375017.6823615704,5689968.95236389,1375018.3130186363,5689974.816866905,5.898315349060243,10.0,3477.6786293824302,0.5,3857,1375071.2254764,5689941.133624651,714.3119250492089
857419,2500,2500,906,2500,906,484,486.36,423.72,503.72,1,45.433131,12.351979,3.24,170126,14542500,9,1375016.0125692086,5689968.793730636,1375016.3204067585,5689974.986450895,6.200366776124207,10.0,3477.6786293824302,0.5,3857,1375069.340219236,5689940.351932656,716.3528162636352
858911,2500,2500,2500,2500,2500,476,484.71,423.89,503.89,1,45.433133,12.351947,3.41,170126,14542700,9,1375012.4503455032,5689969.110997146,1375012.8333359717,5689975.2832228765,6.184096713922739,10.0,3477.6786293824302,0.5,3857,1375067.5170471715,5689939.436551288,718.3937074780615
860383,2500,2500,589,2500,589,486,484.44,424.05,504.05,1,45.433137,12.351928,4.41,170126,14542800,9,1375010.3352751778,5689969.745530204,1375010.8407240936,5689975.452806866,5.729614777774289,10.0,3477.6786293824302,0.5,3857,1375065.7034690795,5689938.500510982,720.4345986924878
861797,453,2500,2500,2500,453,478,483.43,424.21,504.21,1,45.433137,12.351896,3.32,170126,14543000,9,1375006.7730514726,5689969.745530204,1375007.3536533068,5689975.749578848,6.032055918592516,10.0,3477.6786293824302,0.5,3857,1375063.8898909874,5689937.564470677,722.4754899069142
863294,2500,2500,913,704,704,487,483.35,424.37,504.37,1,45.433138,12.35188,3.91,170126,14543100,9,1375004.99193962,5689969.904163474,1375005.3610414288,5689975.919162837,6.026313423453958,10.0,3477.6786293824302,0.5,3857,1375062.0688412555,5689936.644505765,724.5163811213405
864799,2500,2500,2500,2500,2500,480,482.47,424.51,504.51,1,45.433142,12.351855,3.09,170126,14543300,9,1375002.20895235,5689970.538696586,1375002.3698663446,5689976.093427188,5.557060857151576,10.0,3477.6786293824302,0.5,3857,1375060.184084921,5689935.861606981,726.5572723357668
866259,2500,1049,472,907,472,482,482.5,424.66,504.66,1,45.433144,12.351841,2.44,170126,14543400,9,1375000.650479479,5689970.85596316,1375000.87061676,5689976.050591486,5.19929070742804,10.0,3477.6786293824302,0.5,3857,1375058.299328586,5689935.078708195,728.5981635501931
867748,2500,2500,490,2500,490,484,482.75,424.8,504.8,1,45.433147,12.351815,2.82,170126,14543600,9,1374997.7561727185,5689971.33186304,1374998.3779687015,5689976.108355151,4.816794278954286,10.0,3477.6786293824302,0.5,3857,1375056.4145722513,5689934.29580941,730.6390547646193
869206,2500,2500,569,2500,569,483,482.35,424.94,504.94,1,45.43315,12.351803,2.85,170126,14543700,9,1374996.4203388288,5689971.807762946,1374996.8894335316,5689976.292331408,4.5090358313606,10.0,3477.6786293824302,0.5,3857,1375054.5298159167,5689933.512910625,732.6799459790457
870628,2500,2500,473,2500,473,476,481.88,425.08,505.08,1,45.433161,12.351785,3.2,170126,14543900,9,1374994.416587995,5689973.552729485,1374994.904719972,5689976.537633084,3.0245532435801032,10.0,3477.6786293824302,0.5,3857,1375052.6450595818,5689932.730011839,734.720837193472
872100,2500,2500,619,2500,619,486,481.82,425.21,505.21,1,45.433167,12.351775,2.56,170126,14544000,9,1374993.303393087,5689974.504529558,1374993.416184802,5689976.721609341,2.219947011659358,10.0,3477.6786293824302,0.5,3857,1375050.7603032473,5689931.947113055,736.7617284078983
873567,2500,2500,2500,2500,2500,475,480.75,425.34,505.34,1,45.43317,12.351761,3.37,170126,14544100,9,1374991.7449202156,5689974.980429632,1374991.9276496323,5689976.905585598,1.9338085570356087,10.0,3477.6786293824302,0.5,3857,1375048.8755469124,5689931.164214269,738.8026196223246
874995,2500,2500,282,2500,282,477,480.66,425.46,505.46,1,45.433168,12.351733,3.7,170126,14544300,9,1374988.6279744732,5689974.663162913,1374988.9514076917,5689977.279896462,2.6366462625858538,10.0,3477.6786293824302,0.5,3857,1375046.9546066325,5689931.088512556,740.843510836751
876410,2500,2500,354,2500,354,481,480.45,425.58,505.58,1,45.433169,12.351717,3.8,170126,14544400,9,1374986.846862621,5689974.821796272,1374987.4654239174,5689977.483455883,2.7325903396623925,10.0,3477.6786293824302,0.5,3857,1375045.4429166075,5689932.176011134,742.8844020511773
877904,2500,2500,527,2500,527,483,480.44,425.7,505.7,1,45.43318,12.351692,3.41,170126,14544600,9,1374984.0638753509,5689976.566763398,1374984.4934563693,5689977.890574725,1.391767322918945,10.0,3477.6786293824302,0.5,3857,1375044.6219197484,5689934.044486744,744.9252932656036
879414,2500,2500,2500,2500,2500,480,479.48,425.81,505.81,1,45.433185,12.35168,2.83,170126,14544700,9,1374982.7280414612,5689977.359930386,1374983.0074725952,5689978.094134147,0.7855806272843397,10.0,3477.6786293824302,0.5,3857,1375043.800922889,5689935.912962355,746.9661844800299
880791,2500,2500,2500,2500,2500,478,479.04,425.92,505.92,1,45.433188,12.351654,2.13,170126,14544900,9,1374979.8337347007,5689977.835830612,1374980.0254258448,5689978.22793187,0.4364503308471426,10.0,3477.6786293824302,0.5,3857,1375042.97992603,5689937.781437965,749.0070756944561
882235,2500,2500,413,2500,413,481,479.65,426.03,506.03,1,45.433185,12.351639,4.0,170126,14545000,9,1374978.163942339,5689977.359930386,1374978.02950513,5689978.103186825,0.7553168195886621,10.0,3477.6786293824302,0.5,3857,1375042.1589291708,5689939.6499135755,751.0479669088825
883726,2500,2500,365,2500,365,479,479.86,426.14,506.14,1,45.43318,12.351609,4.2,170126,14545200,9,1374974.824357615,5689976.566763398,1374975.058178485,5689978.214335029,1.6640806703979956,10.0,3477.6786293824302,0.5,3857,1375041.3379323117,5689941.518389186,753.0888581233088
885178,2500,2500,2500,2500,2500,480,480.94,426.25,506.25,1,45.433176,12.351601,1.57,170126,14545300,9,1374973.9338016887,5689975.932229859,1374974.5695620675,5689978.320201919,2.471153945306452,10.0,3477.6786293824302,0.5,3857,1375040.5169354526,5689943.386864796,755.1297493377351
886622,2500,2500,364,2500,364,488,482.2,426.38,506.38,1,45.433173,12.351568,4.5,170126,14545500,9,1374970.2602584923,5689975.456329732,1374971.149247147,5689979.061270152,3.712936339323392,10.0,3477.6786293824302,0.5,3857,1375039.6959385935,5689945.255340407,757.1706405521614
888082,2500,2500,338,2500,338,484,482.28,426.5,506.5,1,45.433172,12.351553,3.93,170126,14545600,9,1374968.5904661303,5689975.297696364,1374969.2016609204,5689979.511193123,4.257594861680665,10.0,3477.6786293824302,0.5,3857,1375039.1596903529,5689947.2105896445,759.2115317665878
889563,2500,2500,2500,2500,2500,486,482.9,426.63,506.63,1,45.433173,12.351529,2.43,170126,14545800,9,1374965.9187983514,5689975.456329732,1374967.2884899548,5689980.093462546,4.835189327,10.0,3477.6786293824302,0.5,3857,1375038.7991382193,5689949.219380104,761.2524229810141
891014,2500,2500,391,2500,391,488,484.26,426.77,506.77,1,45.433171,12.351513,4.17,170126,14545900,9,1374964.137686499,5689975.139062997,1374965.8536117307,5689980.530164615,5.657594547152252,10.0,3477.6786293824302,0.5,3857,1375038.4385860856,5689951.228170563,763.2933141954404
892464,2500,2500,2500,2500,2500,482,483.65,426.9,506.9,1,45.433165,12.351498,4.33,170126,14550000,9,1374962.467894137,5689974.187262856,1374964.4187335065,5689980.966866683,7.054700723231253,10.0,3477.6786293824302,0.5,3857,1375038.078033952,5689953.236961022,765.3342054098667
893942,2500,2500,371,2500,371,480,482.73,427.03,507.03,1,45.433169,12.351474,3.19,170126,14550200,9,1374959.7962263578,5689974.821796272,1374961.548977058,5689981.84027082,7.2340251588853555,10.0,3477.6786293824302,0.5,3857,1375037.61190007,5689955.218248396,767.375096624293
895411,2500,2500,449,2500,449,484,483.14,427.16,507.16,1,45.433169,12.351463,2.2,170126,14550300,9,1374958.571711959,5689974.821796272,1374960.114098834,5689982.276972888,7.613055605246899,10.0,3477.6786293824302,0.5,3857,1375036.9465885484,5689957.147651809,769.4159878387193
896809,2500,2500,461,2500,461,478,483.06,427.29,507.29,1,45.433164,12.351445,1.98,170126,14550500,9,1374956.5679611247,5689974.028629509,1374957.148615349,5689982.585640754,8.576689382987048,10.0,3477.6786293824302,0.5,3857,1375036.2812770267,5689959.077055221,771.4568790531456
898280,2500,2500,527,2500,527,490,484.65,427.42,507.42,1,45.433164,12.351434,2.89,170126,14550600,9,1374955.343446726,5689974.028629509,1374955.6499767054,5689982.64619181,8.623012272274458,10.0,3477.6786293824302,0.5,3857,1375035.6159655051,5689961.0064586345,773.4977702675719
899742,2500,2500,495,2500,495,481,485.51,427.56,507.56,1,45.433163,12.35141,2.82,170126,14550800,9,1374952.671778947,5689973.869996163,1374953.1522456326,5689982.747110237,8.890107002960368,10.0,3477.6786293824302,0.5,3857,1375034.9506539837,5689962.935862047,775.5386614819982
901213,2500,2500,384,2500,384,486,485.8,427.71,507.71,1,45.433158,12.351401,2.72,170126,14550900,9,1374951.6699035298,5689973.076829485,1374952.1531532037,5689982.787477608,9.72266512944877,10.0,3477.6786293824302,0.5,3857,1375034.2853424621,5689964.865265459,777.5795526964246
902662,2500,2500,2500,2500,2500,487,486.1,427.86,507.86,1,45.433157,12.351389,1.33,170126,14551100,9,1374950.3340696404,5689972.918196159,1374950.6545145598,5689982.8480286645,9.93500168721479,10.0,3477.6786293824302,0.5,3857,1375033.6200309405,5689966.794668872,779.6204439108509
904065,2500,2500,2500,2500,2500,484,485.96,428.0,508.0,1,45.433157,12.351386,0.0,170126,14551200,9,1374950.000111168,5689972.918196159,1374950.1549683453,5689982.86821235,9.951221177953377,10.0,3477.6786293824302,0.5,3857,1375033.0418662159,5689968.751173545,781.6613351252772
905520,2500,2500,557,2500,557,490,486.39,428.15,508.15,1,45.433158,12.351384,0.0,170126,14551300,9,1374949.7774721864,5689973.076829485,1374950.1549683453,5689982.86821235,9.798657140648729,10.0,3477.6786293824302,0.5,3857,1375032.4956342056,5689970.7176087815,783.7022263397034
907051,2500,2500,2500,2500,2500,488,486.84,428.29,508.29,1,45.433164,12.351354,3.69,170126,14551500,9,1374946.4378874628,5689974.028629509,1374946.6581448433,5689983.009498148,8.983569158873731,10.0,3477.6786293824302,0.5,3857,1375030.8966342523,5689971.513558156,785.7431175541298
908460,2500,2500,492,2500,492,496,489.46,428.45,508.45,1,45.43316,12.351339,4.57,170126,14551600,9,1374944.7680951008,5689973.394096149,1374945.1595061996,5689983.070049204,9.683866488497015,10.0,3477.6786293824302,0.5,3857,1375028.9371786308,5689972.034429741,787.7840087685561
909952,2500,2500,307,2500,307,483,488.4,428.62,508.62,1,45.43315,12.351308,4.2,170126,14551800,9,1374941.3171908862,5689971.807762946,1374941.6626826976,5689983.211335002,11.408804505215295,10.0,3477.6786293824302,0.5,3857,1375027.0562210907,5689972.826411863,789.8248999829824
911411,2500,2500,2500,2500,2500,490,488.64,428.78,508.78,1,45.433152,12.351289,4.48,170126,14551900,9,1374939.2021205612,5689972.125029564,1374940.164044054,5689983.271886058,11.188284341642088,10.0,3477.6786293824302,0.5,3857,1375025.185447426,5689973.640535977,791.8657911974087
912770,2500,2500,457,2500,457,487,488.26,428.93,508.93,1,45.433152,12.351252,4.43,170126,14552100,9,1374935.083299402,5689972.125029564,1374936.67760423,5689983.519925187,11.505887803796224,10.0,3477.6786293824302,0.5,3857,1375023.3144276757,5689974.391215072,793.906682411835
914207,2500,2500,464,2500,464,485,488.23,429.09,509.09,1,45.433153,12.351233,3.91,170126,14552200,9,1374932.9682290768,5689972.283662877,1374934.7013162696,5689983.825779277,11.671505567212844,10.0,3477.6786293824302,0.5,3857,1375021.2808877367,5689974.564282301,795.9475736262614
915684,2500,2500,481,2500,481,491,489.29,429.25,509.25,1,45.43316,12.351199,3.07,170126,14552400,9,1374929.1833663897,5689973.394096149,1374930.7487403487,5689984.437487455,11.153783536001647,10.0,3477.6786293824302,0.5,3857,1375019.2473477977,5689974.73734953,797.9884648406877
917147,2500,2500,566,2500,566,491,490.2,429.41,509.41,1,45.43316,12.351179,3.13,170126,14552500,9,1374926.956976574,5689973.394096149,1374928.7724523882,5689984.743341544,11.493533984750847,10.0,3477.6786293824302,0.5,3857,1375017.2138078588,5689974.910416759,800.029356055114
918592,2500,2500,556,2500,556,494,490.98,429.58,509.58,1,45.43316,12.351138,4.13,170126,14552700,9,1374922.3928774514,5689973.394096149,1374924.325804477,5689985.431513244,12.19162077864783,10.0,3477.6786293824302,0.5,3857,1375015.1802679198,5689975.0834839875,802.0702472695402
920012,2500,2500,396,2500,396,484,490.55,429.75,509.75,1,45.433162,12.351116,4.39,170126,14552800,9,1374919.943848654,5689973.711362823,1374921.8554445268,5689985.813830855,12.252507141645063,10.0,3477.6786293824302,0.5,3857,1375013.1467279808,5689975.256551216,804.1111384839666
921442,2500,2500,336,691,336,488,490.75,429.92,509.92,1,45.433162,12.351101,2.74,170126,14552900,9,1374918.274056292,5689973.711362823,1374920.3732285565,5689986.043221423,12.509247008347296,10.0,3477.6786293824302,0.5,3857,1375011.1131880418,5689975.429618445,806.1520296983929
922919,2500,2500,372,658,372,491,490.71,430.09,510.09,1,45.433171,12.351069,3.32,170126,14553100,9,1374914.711832587,5689975.139062997,1374916.9649552112,5689986.816664806,11.892978834674231,10.0,3477.6786293824302,0.5,3857,1375009.0796481029,5689975.602685673,808.1929209128192
924438,2500,2500,2500,620,620,494,491.54,430.25,510.25,1,45.433177,12.35105,4.72,170126,14553200,9,1374912.5967622616,5689976.090863239,1374914.5505712302,5689987.464426362,11.540160640016795,10.0,3477.6786293824302,0.5,3857,1375007.0461081637,5689975.775752902,810.2338121272455
925900,2500,2500,473,2500,473,491,491.04,430.42,510.42,1,45.433191,12.351005,6.57,170126,14553400,9,1374907.587385176,5689978.311730864,1374909.712894269,5689988.717853556,10.62097822161992,10.0,3477.6786293824302,0.5,3857,1375005.0125682247,5689975.948820131,812.2747033416719
927350,2500,2500,377,2500,377,491,491.22,430.59,510.59,1,45.433198,12.350988,3.85,170126,14553500,9,1374905.6949538323,5689979.4221648825,1374907.243092418,5689989.103760095,9.804591727576994,10.0,3477.6786293824302,0.5,3857,1375002.978716528,5689976.110822907,814.3155945560982
928837,2500,2500,458,2500,458,495,492.14,430.75,510.75,1,45.433208,12.350959,2.59,170126,14553700,9,1374902.4666885994,5689981.008499434,1374904.2793301966,5689989.566847943,8.748199743572357,10.0,3477.6786293824302,0.5,3857,1375000.9386578207,5689976.052535515,816.3564857705245
930334,2500,2500,258,2500,258,495,493.0,430.93,510.93,1,45.433216,12.350943,4.83,170126,14553800,9,1374900.6855767465,5689982.27756728,1374902.8042855498,5689989.829889782,7.843883104505898,10.0,3477.6786293824302,0.5,3857,1374998.9009360655,5689976.043718735,818.3973769849508
931771,2500,2500,303,2500,303,489,493.2,431.11,511.11,1,45.43322,12.350936,0.0,170126,14554000,9,1374899.906340311,5689982.912101269,1374901.841263568,5689990.098969453,7.442781893091604,10.0,3477.6786293824302,0.5,3857,1374996.8754566757,5689976.2940588845,820.438268199377
933232,2500,2500,550,2500,550,501,494.29,431.29,511.29,1,45.433221,12.350934,0.0,170126,14554100,9,1374899.6837013296,5689983.070734774,1374901.841263568,5689990.098969453,7.35194923263186,10.0,3477.6786293824302,0.5,3857,1374994.8499772858,5689976.544399034,822.4791594138034
934697,2500,2500,592,2500,592,497,495.39,431.48,511.48,1,45.43323,12.350914,0.0,170126,14554300,9,1374897.4573115136,5689984.498436439,1374899.433708614,5689990.771668632,6.57720211353479,10.0,3477.6786293824302,0.5,3857,1374992.8244978958,5689976.794739183,824.5200506282297
936165,2500,2500,2500,2500,2500,491,495.58,431.67,511.67,1,45.433237,12.350899,4.37,170126,14554400,9,1374895.7875191518,5689985.608871225,1374897.507664651,5689991.309827974,5.95481388372031,10.0,3477.6786293824302,0.5,3857,1374990.799018506,5689977.045079333,826.560941842656
937578,2500,2500,2500,2500,2500,494,494.98,431.86,511.86,1,45.43325,12.350875,3.17,170126,14554600,9,1374893.1158513727,5689987.671107623,1374894.137087715,5689992.251606824,4.692962454418221,10.0,3477.6786293824302,0.5,3857,1374988.7746709674,5689977.304106972,828.6018330570823
939092,2500,2500,2500,2500,2500,494,494.64,432.04,512.04,1,45.433257,12.350864,3.22,170126,14554700,9,1374891.891336974,5689988.781542801,1374892.6925547428,5689992.655226331,3.955676175183811,10.0,3477.6786293824302,0.5,3857,1374986.7526633122,5689977.581094323,830.6427242715087
940436,2500,2500,2500,2500,2500,495,494.78,432.22,512.22,1,45.433262,12.35085,3.65,170126,14554800,9,1374890.332864103,5689989.574710873,1374891.2480217705,5689993.058845838,3.602320086890854,10.0,3477.6786293824302,0.5,3857,1374984.7306556571,5689977.858081672,832.683615485935
941786,2500,2500,2500,2500,2500,493,495.3,432.4,512.4,1,45.433275,12.350823,3.56,170126,14555000,9,1374887.3272378517,5689991.636948184,1374888.3589558257,5689993.866084851,2.456316807535604,10.0,3477.6786293824302,0.5,3857,1374982.7086480022,5689978.135069023,834.7245067003613
943199,2500,2500,2500,2500,2500,496,495.56,432.59,512.59,1,45.433281,12.350808,4.19,170126,14555100,9,1374885.6574454897,5689992.58875018,1374886.4688437262,5689994.517695605,2.0926532323273928,10.0,3477.6786293824302,0.5,3857,1374980.68136223,5689978.2689278945,836.7653979147876
944619,2500,2500,2500,2500,2500,496,496.0,432.78,512.78,1,45.433287,12.350803,0.0,170126,14555300,9,1374885.1008480357,5689993.540552276,1374885.526503062,5689994.85207455,1.3788665190922484,10.0,3477.6786293824302,0.5,3857,1374978.644445491,5689978.141620598,838.8062891292138
946050,2500,2500,2500,470,470,503,497.31,432.97,512.97,1,45.433289,12.3508,0.0,170126,14555400,9,1374884.7668895633,5689993.857819665,1374885.0553327298,5689995.019264023,1.1967257230084445,10.0,3477.6786293824302,0.5,3857,1374976.6075287522,5689978.014313302,840.8471803436402
947567,2500,2500,2500,546,546,500,497.69,433.16,513.16,1,45.433295,12.350795,0.0,170126,14555600,9,1374884.210292109,5689994.809621898,1374884.1129920655,5689995.353642968,0.5526538003485589,10.0,3477.6786293824302,0.5,3857,1374974.6028246875,5689978.312995018,842.8880715580665
949088,2500,2500,2500,31,31,499,498.08,433.36,513.36,1,45.433304,12.350779,0.0,170126,14555700,9,1374882.4291802566,5689996.237325436,1374882.2283107373,5689996.022400859,0.2941787515029549,10.0,3477.6786293824302,0.5,3857,1374972.6082144773,5689978.745160564,844.9289627724928
950532,2500,2500,2500,27,27,498,498.06,433.55,513.55,1,45.433312,12.350749,3.63,170126,14555900,9,1374879.0895955327,5689997.506395439,1374878.9281005545,5689997.187018539,0.3578857809915837,10.0,3477.6786293824302,0.5,3857,1374970.6136042671,5689979.177326109,846.9698539869191
951646,2500,2500,2500,561,561,510,501.2,433.81,513.81,1,45.433316,12.350736,2.63,170126,14560000,9,1374877.6424421524,5689998.140930506,1374877.5133782793,5689997.685160185,0.4736919558256744,10.0,3477.6786293824302,0.5,3857,1374968.6380389577,5689979.682730242,849.0107452013455
952872,2500,2500,2500,2500,2500,501,501.0,433.98,513.98,1,45.433319,12.350724,3.02,170126,14560100,9,1374876.306608263,5689998.616831838,1374876.0986560043,5689998.183301832,0.4808247169817173,10.0,3477.6786293824302,0.5,3857,1374966.68557164,5689980.276959425,851.0516364157718
954086,2500,2500,2500,578,578,506,502.12,434.14,514.14,1,45.433321,12.350723,0.0,170126,14560200,9,1374876.1952887722,5689998.934099406,1374876.0986560043,5689998.183301832,0.7569906799796942,10.0,3477.6786293824302,0.5,3857,1374964.7331043223,5689980.871188609,853.0925276301981
955129,2500,2500,2500,651,651,507,503.05,434.26,514.26,1,45.433323,12.350719,0.0,170126,14560300,9,1374875.750010809,5689999.251366985,1374875.6270819127,5689998.349349046,0.9103559060232564,10.0,3477.6786293824302,0.5,3857,1374962.7806370049,5689981.465417792,855.1334188446244
956373,2500,2500,404,600,404,499,503.23,434.43,514.43,1,45.433324,12.350716,0.0,170126,14560400,9,1374875.4160523366,5689999.41000078,1374875.1555078211,5689998.515396262,0.9317728737712434,10.0,3477.6786293824302,0.5,3857,1374960.8281696872,5689982.059646976,857.1743100590506
957889,2500,2500,347,2500,347,498,502.85,434.66,514.66,1,45.433322,12.350701,0.0,170126,14560600,9,1374873.7462599748,5689999.092733194,1374873.740785546,5689999.013537908,0.0793842724785912,10.0,3477.6786293824302,0.5,3857,1374958.8524666396,5689982.516798277,859.215201273477
959339,2500,2500,2500,2500,2500,495,501.41,434.88,514.88,1,45.433322,12.350693,1.83,170126,14560700,9,1374872.8557040484,5689999.092733194,1374872.797637363,5689999.345632339,0.2594797051559214,10.0,3477.6786293824302,0.5,3857,1374956.8132392522,5689982.599191303,861.2560924879033
960813,2500,2500,2500,2500,2500,503,501.8,435.09,515.09,1,45.433331,12.350659,5.26,170126,14560900,9,1374869.0708413615,5690000.520437417,1374869.0250446298,5690000.674010062,0.1602557267004538,10.0,3477.6786293824302,0.5,3857,1374954.7740118646,5689982.681584329,863.2969837023296
