Y,X,ID,GEOHASH,NUMPOINTS
5691298.56617368,1373191.21314319,"274",u20f88q,29
5689991.36971864,1371050.97635121,"275",u20f2qb,2
5689120.01144248,1371662.47257749,"276",u20f2mu,2
5689991.36971864,1375484.32399175,"277",u20f3nv,19
5689337.84306121,1375790.07210489,"278",u20f3np,96
5692388.042393,1374414.20559575,"279",u20f8cw,6
5690209.22253948,1372121.0947472,"280",u20f2rp,22
5689555.67997988,1375790.07210489,"281",u20f3nr,15
5690862.81281247,1371203.85040778,"282",u20f2rc,3
5690209.22253948,1375790.07210489,"283",u20f3pp,16
5689337.84306121,1375942.94616146,"284",u20f3q0,6
5691516.45080921,1373802.70936947,"285",u20f8bd,17
5689773.5221989,1375484.32399175,"286",u20f3nt,15
5689120.01144248,1372885.46503005,"287",u20f2tu,5
5689773.5221989,1371356.72446435,"288",u20f2qd,2
5688684.36410338,1373344.08719976,"289",u20f2tr,5
5690209.22253948,1375331.44993518,"290",u20f3ph,4
5688466.54838222,1376248.6942746,"291",u20f3m4,2
5691734.34074851,1373649.8353129,"292",u20f8bc,9
5688902.18512334,1374261.33153918,"293",u20f2vt,1
5688902.18512334,1373496.96125633,"294",u20f2v8,7
5688902.18512334,1373344.08719976,"295",u20f2tx,7
5689337.84306121,1376248.6942746,"296",u20f3q4,1
5689337.84306121,1371050.97635121,"297",u20f2q0,2
5689120.01144248,1375790.07210489,"298",u20f3jz,4
5689337.84306121,1376095.82021803,"299",u20f3q1,1
5688466.54838222,1372426.84286034,"300",u20f2t1,2
5688902.18512334,1376248.6942746,"301",u20f3md,1
5691734.34074851,1371203.85040778,"302",u20f82c,1
5688902.18512334,1372732.59097348,"303",u20f2te,2
5688902.18512334,1372885.46503005,"304",u20f2ts,1
5691952.23599199,1373344.08719976,"305",u20f89p,2
5689120.01144248,1375025.70182204,"306",u20f3jf,1
5691080.68684157,1371815.34663406,"307",u20f82j,160
5689773.5221989,1374108.45748261,"308",u20f2ys,18
5688902.18512334,1373649.8353129,"309",u20f2v9,1
5689120.01144248,1372426.84286034,"310",u20f2tc,2
5690644.94408602,1371815.34663406,"311",u20f2rt,9
5689555.67997988,1371203.85040778,"312",u20f2q3,1
5692170.13654003,1371815.34663406,"313",u20f83m,1
5691516.45080921,1371815.34663406,"314",u20f82t,13
5691298.56617368,1371356.72446435,"315",u20f826,8
5688902.18512334,1375942.94616146,"316",u20f3m8,5
5691516.45080921,1373344.08719976,"317",u20f88x,1
5688902.18512334,1373802.70936947,"318",u20f2vd,3
5691298.56617368,1370898.10229464,"319",u20f80r,51
5688684.36410338,1372579.71691691,"320",u20f2t6,1
5689120.01144248,1373802.70936947,"321",u20f2vf,2
